ligand1_num_CDK2,abs_label_CDK2,abs_predict_CDK2,ligand1_num_PTP1B,abs_label_PTP1B,abs_predict_PTP1B,ligand1_num_Bace,abs_label_Bace,abs_predict_Bace,ligand1_num_Tyk2,abs_label_Tyk2,abs_predict_Tyk2,ligand1_num_MCL1,abs_label_MCL1,abs_predict_MCL1,ligand1_num_Thrombin,abs_label_Thrombin,abs_predict_Thrombin,ligand1_num_Jnk1,abs_label_Jnk1,abs_predict_Jnk1,ligand1_num_p38,abs_label_p38,abs_predict_p38,ligand1_num_cmet,abs_label_cmet,abs_predict_cmet,ligand1_num_cdk8,abs_label_cdk8,abs_predict_cdk8,ligand1_num_syk,abs_label_syk,abs_predict_syk,ligand1_num_shp2,abs_label_shp2,abs_predict_shp2,ligand1_num_eg5,abs_label_eg5,abs_predict_eg5,ligand1_num_hif2a,abs_label_hif2a,abs_predict_hif2a,ligand1_num_pfkfb3,abs_label_pfkfb3,abs_predict_pfkfb3,ligand1_num_tnks2,abs_label_tnks2,abs_predict_tnks2
26,6.203172496645895,6.5297606964963775,23472,6.365058374375682,6.872585477864915,CAT-13k,7.137695518086024,6.879261780365245,ejm_54,7.748446784066582,7.044839840806351,35.0,6.4827935581791625,5.883130904411871,7a,6.048645067903827,6.058673408121786,18633-1,6.747697721736995,6.312692571823876,p38a_2i,7.395241232656138,7.497916047473259,lig_cmet_CHEMBL3402752_30000,4.52,6.869666444778443,lig_cdk8_23,6.57,7.73574261856079,lig_syk_CHEMBL3265003,7.93,8.174201121330261,lig_shp2_Example23,6.409999999999999,6.795461577415466,lig_eg5_CHEMBL1084143,8.7,8.685859523773193,lig_hif2a_215,7.769999999999999,7.381319586753845,lig_pfkfb3_35,7.43,6.689957980155944,lig_tnks2_5g,7.92,7.3956797494888304
28,8.1752368253542,6.9185098191160055,23473,6.173738700695026,6.2807247066857155,CAT-13m,6.446001313240575,7.1732178217013045,ejm_55,6.777131517687866,6.885919075883256,36.0,6.0192112719529565,6.084281560158331,,,,18634-1,7.351090538729833,6.590287138169091,p38a_2j,7.417316579619291,7.7295155929520805,lig_cmet_CHEMBL3402753_200,6.7,6.956114637374879,lig_cdk8_24,7.540000000000001,6.958855607032776,lig_syk_CHEMBL3265004,7.959999999999999,8.212173094749451,lig_shp2_Example24,6.65,6.577800435066223,lig_eg5_CHEMBL1084431,7.19,7.97950643157959,lig_hif2a_224,7.08,7.129641906738281,lig_pfkfb3_36,5.45,6.812363795280456,lig_tnks2_5h,7.37,7.569337405204773
29,7.270147599864941,7.054327561463722,23474,6.703547027810688,6.490228357350999,CAT-13n,6.284115435510788,7.1036894804079695,jmc_23,8.609385315629533,7.403925162232743,37.0,6.585811844007208,5.982827063774664,,,,18635-1,5.364309312046095,6.364178515618127,p38a_2k,7.763163682042017,7.750079076190301,lig_cmet_CHEMBL3402754_40,7.4,7.013009416580201,lig_cdk8_25,7.139999999999999,7.268475343704223,lig_syk_CHEMBL3265005,7.57,7.236380686759949,lig_shp2_Example25,6.5,6.947809142112732,lig_eg5_CHEMBL1084676,7.85,8.018324051856995,lig_hif2a_227,7.889999999999999,7.277076546669006,lig_pfkfb3_37,7.33,7.685776785850526,lig_tnks2_5i,8.85,7.307601012229919
30,7.218638456950918,6.896315815057167,23475,6.416567517289705,6.233814897573167,CAT-13o,6.284115435510788,7.21199493466212,jmc_27,8.300330458145396,7.709062319672927,38.0,5.165631189377721,6.234647866463263,,,,18636-1,5.526195189775881,6.583367563431542,p38a_2l,9.021458458941716,7.992269461055107,lig_cmet_CHEMBL3402755_4200,5.38,7.008092748641968,lig_cdk8_26,7.44,7.406812788963317,lig_syk_CHEMBL3265006,7.3,7.288487877845765,lig_shp2_Example26,6.57,6.76330558681488,lig_eg5_CHEMBL1084677,8.4,8.630850635528564,lig_hif2a_23,5.18,7.092907015800476,lig_pfkfb3_38,6.42,6.437144164085387,lig_tnks2_5j,8.12,7.55088952922821
31,7.019960334282542,6.6631669541257725,23476,6.924300497442216,6.8706414127709206,CAT-17a,7.895615763820932,7.255679989441172,jmc_28,8.079576988513871,7.4274227437146765,39.0,5.172989638365438,6.140945550179083,,,,18637-1,7.461467273545597,7.204970837776941,p38a_2m,8.064860090538437,8.126076667208977,lig_cmet_CHEMBL3402756_2.7,8.57,8.168305742263794,lig_cdk8_27,6.17,7.475967432975769,lig_syk_CHEMBL3265008,7.17,7.414705529212952,lig_shp2_Example27,6.24,6.4787768545150755,lig_eg5_CHEMBL1084678,8.15,9.098597942352296,lig_hif2a_231,7.35,6.95523823928833,lig_pfkfb3_39,5.28,6.316151217460632,lig_tnks2_5k,8.04,7.559530104637146
32,7.174487763024612,7.268022706117042,23477,6.512227354130031,6.335263195073777,CAT-17b,7.373165885692986,7.189244413955943,jmc_30,8.050143192563,7.664020996964797,40.0,5.334875516095224,6.394485112404425,,,,18638-1,7.42467502860701,7.601848984902185,p38a_2n,8.719762050445297,8.214266602893181,lig_cmet_CHEMBL3402757_6.5,8.19,8.062073099136352,lig_cdk8_28,4.52,7.395770146369934,lig_syk_CHEMBL3265009,7.55,7.4301282310485846,lig_shp2_Example28,6.2,6.280942601203918,lig_eg5_CHEMBL1084935,7.720000000000001,8.038567720413209,lig_hif2a_234,7.590000000000001,7.221671883583069,lig_pfkfb3_41,5.42,6.663416651725768,lig_tnks2_5l,7.4,7.55751999759674
,,,23479,6.7256223747738435,6.613843312299425,CAT-17c,7.255430701889506,7.418121624573007,,,,41.0,5.246574128242614,6.355783101296026,,,,18639-1,7.167129314036896,7.276281381790918,p38a_2o,7.71901298811571,8.5096569227174,lig_cmet_CHEMBL3402758_10,8.0,7.858022558212281,lig_cdk8_29,6.74,7.720360352516174,lig_syk_CHEMBL3265010,7.43,7.540760626792908,lig_shp2_Example29,5.59,5.724006384849548,lig_eg5_CHEMBL1085666,7.7,7.571319900512695,lig_hif2a_235,7.42,7.424761240005493,lig_pfkfb3_42,6.21,6.33405154132843,lig_tnks2_5m,9.3,7.535607661247253
,,,23480,6.416567517289705,6.898675313031847,CAT-17d,6.931658946429932,6.984881210907237,,,,42.0,6.54901959906862,6.140726920342047,,,,18652-1,7.858823518882343,7.5705228340080195,p38a_2p,8.241462866243657,8.601609818835565,lig_cmet_CHEMBL3402759_5.7,8.24,8.1762174243927,lig_cdk8_30,8.52,7.763822056770325,lig_syk_CHEMBL3265011,6.33,7.419736971855164,lig_shp2_Example3,6.02,6.325532788276672,lig_eg5_CHEMBL1085692,8.3,7.923674903869629,lig_hif2a_237,7.0,7.260613028526306,lig_pfkfb3_43,5.86,6.253372172355652,lig_tnks2_5n,7.85,8.104913796424865
,,,23482,7.365807436705268,6.9229695225121315,CAT-17e,7.373165885692986,7.475245524032846,,,,43.0,5.172989638365438,6.102636452889044,,,,18658-1,7.137695518086024,6.901631833260339,p38a_2q,9.021458458941716,8.722957365413018,lig_cmet_CHEMBL3402760_1,9.0,7.821900236129761,lig_cdk8_31,8.7,7.762768723487854,lig_syk_CHEMBL3265012,7.730000000000001,7.5534878873825075,lig_shp2_Example30,6.709999999999999,6.394650382041931,lig_eg5_CHEMBL1085895,7.959999999999999,7.955452476501465,lig_hif2a_25,7.540000000000001,7.334162656784057,lig_pfkfb3_44,7.290000000000001,6.273395899772644,lig_tnks2_5o,8.82,8.14368475818634
,,,23483,7.262789150877221,7.115463438069993,CAT-17f,6.931658946429932,7.708578873260751,,,,44.0,6.379775272351116,6.367082234596808,,,,18659-1,6.968451191368521,6.911673380081933,p38a_2r,7.939766457747237,8.323793952365227,lig_cmet_CHEMBL3402761_1,9.0,8.335224020004272,lig_cdk8_32,6.959999999999999,7.160372735977172,lig_syk_CHEMBL3265013,7.19,7.548946013450623,lig_shp2_Example4,6.01,6.056939763069153,lig_eg5_CHEMBL1086409,7.24,7.869695149421692,lig_hif2a_251,7.51,7.1230903310775755,lig_pfkfb3_46,5.76,6.501002243995666,lig_tnks2_5p,7.7,8.192673243522645
,,,23484,5.702797965481103,7.167556943929368,CAT-17g,7.167129314036896,7.231533337219493,,,,45.0,6.585811844007208,6.093811150765021,,,,18660-1,6.401850619314269,7.4667232524803095,p38a_2s,8.1752368253542,8.252830521960565,lig_cmet_CHEMBL3402762_1,9.0,8.059193002700805,lig_cdk8_33,8.1,7.520912529945373,lig_syk_CHEMBL3265014,7.62,7.705349555015564,lig_shp2_Example5,5.54,6.672568434715271,lig_eg5_CHEMBL1086410,8.4,7.254939447402954,lig_hif2a_252,7.12,7.229834024429321,lig_pfkfb3_47,6.11,6.280389718055725,lig_tnks2_7,6.15,7.442563857078552
,,,23485,8.101652335477024,7.240912141835862,CAT-17h,7.60127780431223,7.331588173492686,,,,46.0,5.592421230665339,5.992629166817267,,,,,,,p38a_2t,8.719762050445297,8.077731149096795,lig_cmet_CHEMBL3402763_90,7.05,7.173727380752564,lig_cdk8_34,8.15,7.527609850883484,lig_syk_CHEMBL3265015,6.95,7.5831390523910525,lig_shp2_Example6,6.65,6.647777003288269,lig_eg5_CHEMBL1088740,6.38,6.984751306533814,lig_hif2a_254,7.0,7.173316781044006,lig_pfkfb3_48,5.87,6.396974019050598,lig_tnks2_8a,7.92,8.023328627586364
,,,23486,9.175985887683789,7.349418344533616,CAT-17i,6.968451191368521,7.216028977020518,,,,47.0,4.253183514900744,6.082312461113531,,,,,,,p38a_2u,9.021458458941716,8.773643987078973,lig_cmet_CHEMBL3402764_90,7.05,7.1912358875274665,lig_cdk8_35,8.4,7.656009866714477,lig_syk_CHEMBL3265016,8.57,7.140615286827088,lig_shp2_Example8,7.12,6.466796320915222,lig_eg5_CHEMBL1089056,6.92,7.233042942047119,lig_hif2a_256,7.82,7.0112999839782715,lig_pfkfb3_49,5.82,6.318290976524353,lig_tnks2_8b,8.74,8.160570229530334
,,,,,,CAT-24,8.35183960105942,7.825400639160409,,,,48.0,4.900727025819889,5.922664281105597,,,,,,,p38a_2v,6.600528741982645,6.896557037730522,lig_cmet_CHEMBL3402765_11-charged-pKa-8.1,7.959999999999999,8.14164243888855,lig_cdk8_36,8.22,7.711647393226623,lig_syk_CHEMBL3265017,8.42,7.253334488868714,lig_shp2_Example9,6.45,6.402578753471374,lig_eg5_CHEMBL1089393,6.14,7.082359634399414,lig_hif2a_266,7.720000000000001,7.931879465103149,lig_pfkfb3_52,7.62,6.942716673851014,lig_tnks2_8c,7.42,8.103277482032777
,,,,,,CAT-4a,5.8352500472600175,6.483362722976939,,,,49.0,6.151663353731872,6.207438107704718,,,,,,,p38a_2x,7.527693314435055,7.671644084353753,,,,lig_cdk8_37,8.4,7.570172025680542,lig_syk_CHEMBL3265018,8.2,7.479106059074402,lig_shp2_SHP099-1_Example7,7.15,6.423467511177063,lig_eg5_CHEMBL1093087,7.720000000000001,7.860944663047791,lig_hif2a_289,8.0,7.005026404380798,lig_pfkfb3_53,5.13,6.940612915992737,lig_tnks2_8d,9.15,8.12921978378296
,,,,,,CAT-4b,7.0861863751720024,6.847495842560069,,,,50.0,6.865432905540475,6.280729409432013,,,,,,,p38a_2y,7.196563109987766,7.800423781771966,,,,lig_cdk8_38,8.3,7.806353880882263,lig_syk_CHEMBL3265019,7.9,7.5580455446243295,lig_shp2_SHP836-2,4.92,6.492314023017883,lig_eg5_CHEMBL1093088,8.22,8.061611686706543,lig_hif2a_290,7.74,7.518136088371277,lig_pfkfb3_54,6.0,6.846964673042296,lig_tnks2_8e,7.51,8.186177815437317
,,,,,,CAT-4c,5.776382455358277,6.579940462692515,,,,51.0,6.21788939462133,6.383835192894537,,,,,,,p38a_2z,7.623353151275383,7.893084852595635,,,,lig_cdk8_39,8.4,7.740014674186706,lig_syk_CHEMBL3265020,8.07,7.028001894950867,,,,lig_eg5_CHEMBL1096002,8.15,7.758491836547852,lig_hif2a_30,7.74,6.821221534729004,lig_pfkfb3_55,7.8,6.727302245140075,lig_tnks2_8f,8.66,8.170143140792847
,,,,,,CAT-4d,6.703547027810688,6.946491528137462,,,,52.0,6.791848415663298,6.173577424263556,,,,,,,p38a_3fln,8.005992498636695,7.725904981990166,,,,lig_cdk8_40,8.15,7.689738919258117,lig_syk_CHEMBL3265021,7.980000000000001,7.223813953399659,,,,lig_eg5_CHEMBL1096003,8.7,8.672570405960084,lig_hif2a_31,6.480000000000001,6.638896409988403,lig_pfkfb3_56,7.74,6.818971232414245,,,
,,,,,,CAT-4i,6.078078863854697,6.554719114883677,,,,53.0,7.329015191766681,6.282482739662726,,,,,,,p38a_3flq,7.306939844803527,8.123713128466912,,,,lig_cdk8_41,8.22,7.699254538536072,lig_syk_CHEMBL3265022,7.909999999999999,7.315099205970765,,,,,,,lig_hif2a_336,7.2,7.136104957580566,lig_pfkfb3_57,7.68,6.902827719688415,,,
,,,,,,CAT-4j,6.63732098692123,6.607404757126109,,,,54.0,7.196563109987766,6.413832780098517,,,,,,,p38a_3flw,7.858823518882343,7.844254987140007,,,,lig_cdk8_42,8.4,7.678209831237792,lig_syk_CHEMBL3265023,7.68,7.348770251274109,,,,,,,lig_hif2a_338,7.889999999999999,7.2553891105651855,lig_pfkfb3_58,6.69,6.68996065044403,,,
,,,,,,CAT-4k,5.776382455358277,6.602509785278575,,,,56.0,6.813923762626452,6.0762611591573545,,,,,,,p38a_3fly,8.403348743973442,7.2710366414979175,,,,lig_cdk8_43,8.7,7.629371788024902,lig_syk_CHEMBL3265024,8.64,7.708281149864197,,,,,,,lig_hif2a_35,5.24,7.095062081336975,lig_pfkfb3_59,5.95,6.898157671928405,,,
,,,,,,CAT-4l,6.872791354528192,6.8828095441897075,,,,57.0,6.652037884896666,6.124385472511847,,,,,,,p38a_3flz,6.983168089343957,7.230351130862542,,,,lig_cdk8_44,8.4,7.489958097457885,lig_syk_CHEMBL3265025,7.480000000000001,7.7274285459518435,,,,,,,lig_hif2a_41,7.17,6.929344074249268,lig_pfkfb3_60,5.97,6.815561512947082,,,
,,,,,,CAT-4m,6.73298082376156,6.714851284607188,,,,58.0,6.924300497442216,6.213750478005011,,,,,,,p38a_3fmh,7.969200253698108,7.984932844538994,,,,lig_cdk8_45,8.15,7.587733437538146,lig_syk_CHEMBL3265026,8.33,7.4425493383407595,,,,,,,lig_hif2a_42,6.55,7.068988863945007,lig_pfkfb3_62,5.64,6.646951035499572,,,
,,,,,,CAT-4n,6.688830129835253,7.011581469162242,,,,60.0,6.563736497044056,6.141827222084601,,,,,,,p38a_3fmk,8.705045152469863,7.984287135501214,,,,,,,lig_syk_CHEMBL3265027,7.57,6.864504613876344,,,,,,,lig_hif2a_43,6.38,6.93003071975708,lig_pfkfb3_63,6.28,6.659157923698425,,,
,,,,,,CAT-4o,6.902225150479064,6.853355694397227,,,,61.0,5.945626782075781,6.374855157112677,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265028,8.07,7.033348503112793,,,,,,,lig_hif2a_50,7.110000000000001,6.452562396049499,lig_pfkfb3_64,6.909999999999999,6.637249306678771,,,
,,,,,,CAT-4p,7.417316579619291,6.799088049515025,,,,62.0,5.857325394223171,6.293419953560431,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265029,8.15,7.015019121170044,,,,,,,lig_hif2a_54,6.82,6.907979623794556,lig_pfkfb3_65,6.95,6.611253241539001,,,
,,,,,,,,,,,,63.0,6.666754782872101,6.376756783699591,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265030_n,8.41,7.381892790794373,,,,,,,lig_hif2a_57,7.82,7.264176194190979,lig_pfkfb3_67,7.51,6.816329888343811,,,
,,,,,,,,,,,,64.0,6.9905265383316735,6.404724713539679,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265031,8.85,7.93646418094635,,,,,,,lig_hif2a_61,7.409999999999999,7.13675028514862,lig_pfkfb3_68,7.17,6.760948208808898,,,
,,,,,,,,,,,,65.0,6.188455598670461,6.412851926064093,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265032,8.11,7.419788184165955,,,,,,,lig_hif2a_67,7.459999999999999,6.609180585861206,lig_pfkfb3_69,7.85,6.746634606361388,,,
,,,,,,,,,,,,66.0,6.203172496645895,6.337046262001593,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265033,8.68,7.866087880134583,,,,,,,lig_hif2a_7a,7.33,7.239610259056091,lig_pfkfb3_70,7.55,6.749244812965392,,,
,,,,,,,,,,,,67.0,5.577704332689904,6.111991997932989,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265034,8.42,7.739502730369568,,,,,,,lig_hif2a_7b,5.42,7.21517795753479,,,,,,
,,,,,,,,,,,,68.0,5.658647271554797,6.365223284935553,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265035,8.12,7.430072894096375,,,,,,,lig_hif2a_84,5.55,7.0277770204544066,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265036,7.639999999999999,7.4704095029830935,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265037,9.36,7.698438229560852,,,,,,,,,,,,,,,
