ligand1_num_CDK2,abs_label_CDK2,abs_predict_CDK2,ligand1_num_PTP1B,abs_label_PTP1B,abs_predict_PTP1B,ligand1_num_Bace,abs_label_Bace,abs_predict_Bace,ligand1_num_Tyk2,abs_label_Tyk2,abs_predict_Tyk2,ligand1_num_MCL1,abs_label_MCL1,abs_predict_MCL1,ligand1_num_Thrombin,abs_label_Thrombin,abs_predict_Thrombin,ligand1_num_Jnk1,abs_label_Jnk1,abs_predict_Jnk1,ligand1_num_p38,abs_label_p38,abs_predict_p38,ligand1_num_cmet,abs_label_cmet,abs_predict_cmet,ligand1_num_cdk8,abs_label_cdk8,abs_predict_cdk8,ligand1_num_syk,abs_label_syk,abs_predict_syk,ligand1_num_shp2,abs_label_shp2,abs_predict_shp2,ligand1_num_eg5,abs_label_eg5,abs_predict_eg5,ligand1_num_hif2a,abs_label_hif2a,abs_predict_hif2a,ligand1_num_pfkfb3,abs_label_pfkfb3,abs_predict_pfkfb3,ligand1_num_tnks2,abs_label_tnks2,abs_predict_tnks2
,,,,,,CAT-4d,6.703547027810688,6.289121950252786,,,,52.0,6.791848415663298,6.464699761391591,,,,,,,p38a_3fln,8.005992498636695,7.619760446448632,,,,lig_cdk8_40,8.15,7.951801545590162,lig_syk_CHEMBL3265021,7.980000000000001,7.495119167268276,,,,lig_eg5_CHEMBL1096003,8.7,8.591461025238036,lig_hif2a_31,6.480000000000001,6.686091742858291,lig_pfkfb3_56,7.74,7.341860965728759,,,
,,,,,,CAT-4i,6.078078863854697,6.1159991985399875,,,,53.0,7.329015191766681,6.749398651098806,,,,,,,p38a_3flq,7.306939844803527,7.931183798157432,,,,lig_cdk8_41,8.22,7.957286204069852,lig_syk_CHEMBL3265022,7.909999999999999,7.573519416116179,,,,,,,lig_hif2a_336,7.2,7.538229147911072,lig_pfkfb3_57,7.68,7.323434446096419,,,
,,,,,,CAT-4j,6.63732098692123,6.157110244615809,,,,54.0,7.196563109987766,6.544644250472982,,,,,,,p38a_3flw,7.858823518882343,7.928153191332527,,,,lig_cdk8_42,8.4,8.134440759707243,lig_syk_CHEMBL3265023,7.68,7.571175975198858,,,,,,,lig_hif2a_338,7.889999999999999,7.550736240863801,lig_pfkfb3_58,6.69,6.800946808695793,,,
,,,,,,CAT-4k,5.776382455358277,6.125443924053446,,,,56.0,6.813923762626452,6.306743016218741,,,,,,,p38a_3fly,8.403348743973442,7.294457458157845,,,,lig_cdk8_43,8.7,8.017380691736935,lig_syk_CHEMBL3265024,8.64,7.682875875532628,,,,,,,lig_hif2a_35,5.24,7.149250791788101,lig_pfkfb3_59,5.95,6.723698935747146,,,
,,,,,,CAT-4l,6.872791354528192,6.574046928270595,,,,57.0,6.652037884896666,6.006277959546049,,,,,,,p38a_3flz,6.983168089343957,6.934778069157906,,,,lig_cdk8_44,8.4,8.053203523785808,lig_syk_CHEMBL3265025,7.480000000000001,7.7248788179457195,,,,,,,lig_hif2a_41,7.17,7.0128902501501145,lig_pfkfb3_60,5.97,6.667170635327696,,,
,,,,,,CAT-4m,6.73298082376156,6.5017337864477796,,,,58.0,6.924300497442216,6.646326591635796,,,,,,,p38a_3fmh,7.969200253698108,8.015761239279815,,,,lig_cdk8_45,8.15,7.974138764709234,lig_syk_CHEMBL3265026,8.33,7.6465525457262995,,,,,,,lig_hif2a_42,6.55,7.147190110206604,lig_pfkfb3_62,5.64,6.743930745586752,,,
,,,,,,CAT-4n,6.688830129835253,6.981276988911317,,,,60.0,6.563736497044056,6.33693459866007,,,,,,,p38a_3fmk,8.705045152469863,8.046019850869484,,,,,,,lig_syk_CHEMBL3265027,7.57,7.032819949612022,,,,,,,lig_hif2a_43,6.38,6.811181191269308,lig_pfkfb3_63,6.28,6.829257065519689,,,
,,,,,,CAT-4o,6.902225150479064,6.759998899533288,,,,61.0,5.945626782075781,6.659320076377105,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265028,8.07,7.334768619164825,,,,,,,lig_hif2a_50,7.110000000000001,6.648839280575514,lig_pfkfb3_64,6.909999999999999,6.741075012549757,,,
,,,,,,CAT-4p,7.417316579619291,6.731476593225137,,,,62.0,5.857325394223171,6.345685722198311,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265029,8.15,7.327055092677474,,,,,,,lig_hif2a_54,6.82,6.821713862435892,lig_pfkfb3_65,6.95,6.745038208827376,,,
,,,,,,,,,,,,63.0,6.666754782872101,6.690843500694234,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265030_n,8.41,7.850352801904083,,,,,,,lig_hif2a_57,7.82,7.313475851535797,lig_pfkfb3_67,7.51,7.073014488626271,,,
,,,,,,,,,,,,64.0,6.9905265383316735,6.5100664993133135,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265031,8.85,8.004245864748956,,,,,,,lig_hif2a_61,7.409999999999999,7.062904814824462,lig_pfkfb3_68,7.17,7.042084613531827,,,
,,,,,,,,,,,,65.0,6.188455598670461,6.785012962793905,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265032,8.11,7.792714487910271,,,,,,,lig_hif2a_67,7.459999999999999,6.806576190058142,lig_pfkfb3_69,7.85,6.872303489312529,,,
,,,,,,,,,,,,66.0,6.203172496645895,6.448498471578557,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265033,8.68,8.26969577908516,,,,,,,lig_hif2a_7a,7.33,7.212703440904617,lig_pfkfb3_70,7.55,6.909425655841827,,,
,,,,,,,,,,,,67.0,5.577704332689904,6.173032279577081,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265034,8.42,7.982948309751228,,,,,,,lig_hif2a_7b,5.42,7.254732720375062,,,,,,
,,,,,,,,,,,,68.0,5.658647271554797,6.250692864632208,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265035,8.12,7.775712840035558,,,,,,,lig_hif2a_84,5.55,6.899808332936838,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265036,7.639999999999999,7.840871051102877,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265037,9.36,7.929284204691649,,,,,,,,,,,,,,,
