ligand1_num_CDK2,abs_label_CDK2,abs_predict_CDK2,ligand1_num_PTP1B,abs_label_PTP1B,abs_predict_PTP1B,ligand1_num_Bace,abs_label_Bace,abs_predict_Bace,ligand1_num_Tyk2,abs_label_Tyk2,abs_predict_Tyk2,ligand1_num_MCL1,abs_label_MCL1,abs_predict_MCL1,ligand1_num_Thrombin,abs_label_Thrombin,abs_predict_Thrombin,ligand1_num_Jnk1,abs_label_Jnk1,abs_predict_Jnk1,ligand1_num_p38,abs_label_p38,abs_predict_p38,ligand1_num_cmet,abs_label_cmet,abs_predict_cmet,ligand1_num_cdk8,abs_label_cdk8,abs_predict_cdk8,ligand1_num_syk,abs_label_syk,abs_predict_syk,ligand1_num_shp2,abs_label_shp2,abs_predict_shp2,ligand1_num_eg5,abs_label_eg5,abs_predict_eg5,ligand1_num_hif2a,abs_label_hif2a,abs_predict_hif2a,ligand1_num_pfkfb3,abs_label_pfkfb3,abs_predict_pfkfb3,ligand1_num_tnks2,abs_label_tnks2,abs_predict_tnks2
26,6.203172496645895,6.233923854436288,23472,6.365058374375682,7.003627353160256,CAT-13k,7.137695518086024,6.632772201693491,ejm_54,7.748446784066582,7.076878219335602,35.0,6.4827935581791625,5.646622692918379,7a,6.048645067903827,6.1021291515389295,18633-1,6.747697721736995,6.369792324138265,p38a_2i,7.395241232656138,7.551664376457043,lig_cmet_CHEMBL3402752_30000,4.52,6.982269520394505,lig_cdk8_23,6.57,7.965134675868787,lig_syk_CHEMBL3265003,7.93,7.318185468749144,lig_shp2_Example23,6.409999999999999,6.77958654319495,lig_eg5_CHEMBL1084143,8.7,8.693909530960024,lig_hif2a_215,7.769999999999999,7.9490436716079715,lig_pfkfb3_35,7.43,6.648060771167278,lig_tnks2_5g,7.92,7.796232609391213
28,8.1752368253542,6.989953063558349,23473,6.173738700695026,6.211375916934186,CAT-13m,6.446001313240575,6.840227097480432,ejm_55,6.777131517687866,6.855040944605396,36.0,6.0192112719529565,5.840466200498838,,,,18634-1,7.351090538729833,6.603950501439553,p38a_2j,7.417316579619291,7.795618221175678,lig_cmet_CHEMBL3402753_200,6.7,7.072621063224972,lig_cdk8_24,7.540000000000001,7.408040319800376,lig_syk_CHEMBL3265004,7.959999999999999,7.417256125211717,lig_shp2_Example24,6.65,6.635243019327521,lig_eg5_CHEMBL1084431,7.19,8.555949221448042,lig_hif2a_224,7.08,7.123098145246506,lig_pfkfb3_36,5.45,6.770045638732611,lig_tnks2_5h,7.37,7.477138571381569
29,7.270147599864941,7.005209745596656,23474,6.703547027810688,6.534243437087708,CAT-13n,6.284115435510788,6.735562162681357,jmc_23,8.609385315629533,7.327105493522511,37.0,6.585811844007208,5.84318574884345,,,,18635-1,5.364309312046095,6.64466407098474,p38a_2k,7.763163682042017,7.769139274454497,lig_cmet_CHEMBL3402754_40,7.4,7.064892579138279,lig_cdk8_25,7.139999999999999,7.649117644548416,lig_syk_CHEMBL3265005,7.57,7.540110745243728,lig_shp2_Example25,6.5,6.960373246908188,lig_eg5_CHEMBL1084676,7.85,8.462120978593827,lig_hif2a_227,7.889999999999999,8.001234666824342,lig_pfkfb3_37,7.33,7.060101500988006,lig_tnks2_5i,8.85,7.5898601039648055
30,7.218638456950918,6.86732950186313,23475,6.416567517289705,6.337423985450142,CAT-13o,6.284115435510788,6.854415438904302,jmc_27,8.300330458145396,7.4073200205855825,38.0,5.165631189377721,5.623607691502173,,,,18636-1,5.526195189775881,7.01196334159134,p38a_2l,9.021458458941716,7.94836724271328,lig_cmet_CHEMBL3402755_4200,5.38,7.001996598288417,lig_cdk8_26,7.44,7.822406533591449,lig_syk_CHEMBL3265006,7.3,7.522236641482451,lig_shp2_Example26,6.57,7.1309335800409315,lig_eg5_CHEMBL1084677,8.4,8.881767825841903,lig_hif2a_23,5.18,7.750366295695305,lig_pfkfb3_38,6.42,6.3030299448370934,lig_tnks2_5j,8.12,7.855349770128727
31,7.019960334282542,6.541728228646825,23476,6.924300497442216,6.449032690374726,CAT-17a,7.895615763820932,7.250348875320391,jmc_28,8.079576988513871,7.198672143793926,39.0,5.172989638365438,5.474907932555277,,,,18637-1,7.461467273545597,7.24002399819104,p38a_2m,8.064860090538437,8.147953774978228,lig_cmet_CHEMBL3402756_2.7,8.57,7.6539695466756825,lig_cdk8_27,6.17,7.759155148684978,lig_syk_CHEMBL3265008,7.17,7.6658173851529146,lig_shp2_Example27,6.24,6.290584562957287,lig_eg5_CHEMBL1084678,8.15,9.053344319820404,lig_hif2a_231,7.35,7.500861334435642,lig_pfkfb3_39,5.28,6.193015441946685,lig_tnks2_5k,8.04,7.925951276659966
32,7.174487763024612,7.343903373684296,23477,6.512227354130031,6.416683145797426,CAT-17b,7.373165885692986,6.7488142838914555,jmc_30,8.050143192563,7.478872582926677,40.0,5.334875516095224,5.6612889730687925,,,,18638-1,7.42467502860701,7.478394229357522,p38a_2n,8.719762050445297,8.217705624562509,lig_cmet_CHEMBL3402757_6.5,8.19,7.459857213020325,lig_cdk8_28,4.52,7.6805815477371215,lig_syk_CHEMBL3265009,7.55,7.744053204879165,lig_shp2_Example28,6.2,6.4199689887985585,lig_eg5_CHEMBL1084935,7.720000000000001,7.661458735227585,lig_hif2a_234,7.590000000000001,7.758737154126168,lig_pfkfb3_41,5.42,6.7674515553712835,lig_tnks2_5l,7.4,7.895914372742176
,,,23479,6.7256223747738435,6.909972383848936,CAT-17c,7.255430701889506,7.050170074610845,,,,41.0,5.246574128242614,5.488177006816466,,,,18639-1,7.167129314036896,7.212296993514914,p38a_2o,7.71901298811571,8.563407309388563,lig_cmet_CHEMBL3402758_10,8.0,7.387709614157677,lig_cdk8_29,6.74,7.966511817321181,lig_syk_CHEMBL3265010,7.43,7.6656339866667995,lig_shp2_Example29,5.59,5.340028545498848,lig_eg5_CHEMBL1085666,7.7,7.887541045308113,lig_hif2a_235,7.42,7.627020646452904,lig_pfkfb3_42,6.21,6.2531421282291415,lig_tnks2_5m,9.3,7.956580741643906
,,,23480,6.416567517289705,7.083055999128693,CAT-17d,6.931658946429932,6.761624080522791,,,,42.0,6.54901959906862,5.67965927360018,,,,18652-1,7.858823518882343,7.482269008105081,p38a_2p,8.241462866243657,8.647850893636056,lig_cmet_CHEMBL3402759_5.7,8.24,7.421299618005753,lig_cdk8_30,8.52,7.874934589348733,lig_syk_CHEMBL3265011,6.33,7.750960942157545,lig_shp2_Example3,6.02,5.729781341628171,lig_eg5_CHEMBL1085692,8.3,8.314554334677755,lig_hif2a_237,7.0,7.954229377031327,lig_pfkfb3_43,5.86,6.2995713510513305,lig_tnks2_5n,7.85,8.043226894676685
,,,23482,7.365807436705268,7.123079397714311,CAT-17e,7.373165885692986,7.041733930094973,,,,43.0,5.172989638365438,5.654233288144667,,,,18658-1,7.137695518086024,6.817424238679391,p38a_2q,9.021458458941716,8.665445275802918,lig_cmet_CHEMBL3402760_1,9.0,7.617748340301216,lig_cdk8_31,8.7,7.869473896406591,lig_syk_CHEMBL3265012,7.730000000000001,7.966408925652504,lig_shp2_Example30,6.709999999999999,6.348781593754888,lig_eg5_CHEMBL1085895,7.959999999999999,8.47331428682804,lig_hif2a_25,7.540000000000001,7.33328865133971,lig_pfkfb3_44,7.290000000000001,6.3214859702587125,lig_tnks2_5o,8.82,8.455145247220994
,,,23483,7.262789150877221,7.316073244249994,CAT-17f,6.931658946429932,7.323433496638076,,,,44.0,6.379775272351116,5.9979087225477885,,,,18659-1,6.968451191368521,6.7786285024335795,p38a_2r,7.939766457747237,8.151533402328202,lig_cmet_CHEMBL3402761_1,9.0,7.636795158207417,lig_cdk8_32,6.959999999999999,7.433732583045959,lig_syk_CHEMBL3265013,7.19,7.940006222724915,lig_shp2_Example4,6.01,5.54308280223608,lig_eg5_CHEMBL1086409,7.24,8.094557328395545,lig_hif2a_251,7.51,7.40198223554343,lig_pfkfb3_46,5.76,6.644531581640242,lig_tnks2_5p,7.7,7.887363351821899
,,,23484,5.702797965481103,7.243288286774034,CAT-17g,7.167129314036896,7.073044333441989,,,,45.0,6.585811844007208,5.881714896051188,,,,18660-1,6.401850619314269,7.381474597399515,p38a_2s,8.1752368253542,8.347777687211343,lig_cmet_CHEMBL3402762_1,9.0,7.736219396710396,lig_cdk8_33,8.1,7.759145458459853,lig_syk_CHEMBL3265014,7.62,7.816798620820046,lig_shp2_Example5,5.54,6.638695865176618,lig_eg5_CHEMBL1086410,8.4,7.070197178483009,lig_hif2a_252,7.12,7.667460095703602,lig_pfkfb3_47,6.11,6.265484667658805,lig_tnks2_7,6.15,7.35181932964921
,,,23485,8.101652335477024,7.278371279685372,CAT-17h,7.60127780431223,7.196179032719568,,,,46.0,5.592421230665339,5.747090464210112,,,,,,,p38a_2t,8.719762050445297,8.215830039989957,lig_cmet_CHEMBL3402763_90,7.05,7.150555712555535,lig_cdk8_34,8.15,7.825974532447755,lig_syk_CHEMBL3265015,6.95,7.924388282895089,lig_shp2_Example6,6.65,6.7006154999658465,lig_eg5_CHEMBL1088740,6.38,6.829049216270446,lig_hif2a_254,7.0,7.721931011795998,lig_pfkfb3_48,5.87,6.11352580422163,lig_tnks2_8a,7.92,8.085683622710407
,,,23486,9.175985887683789,7.468401503002816,CAT-17i,6.968451191368521,6.992246228105263,,,,47.0,4.253183514900744,5.599843164658148,,,,,,,p38a_2u,9.021458458941716,8.816500680346795,lig_cmet_CHEMBL3402764_90,7.05,6.925145826756955,lig_cdk8_35,8.4,7.801913583509624,lig_syk_CHEMBL3265016,8.57,7.379565479569138,lig_shp2_Example8,7.12,6.525624451093376,lig_eg5_CHEMBL1089056,6.92,7.054055906891823,lig_hif2a_256,7.82,7.271622408747673,lig_pfkfb3_49,5.82,6.205191207580269,lig_tnks2_8b,8.74,8.309752602815628
,,,,,,CAT-24,8.35183960105942,7.1353826012675325,,,,48.0,4.900727025819889,5.622461787736017,,,,,,,p38a_2v,6.600528741982645,7.1437027260780415,lig_cmet_CHEMBL3402765_11-charged-pKa-8.1,7.959999999999999,7.534051060199738,lig_cdk8_36,8.22,7.789234399281442,lig_syk_CHEMBL3265017,8.42,7.570320781469346,lig_shp2_Example9,6.45,6.477923423103988,lig_eg5_CHEMBL1089393,6.14,7.089022849559784,lig_hif2a_266,7.720000000000001,7.888964377164841,lig_pfkfb3_52,7.62,6.717033182919025,lig_tnks2_8c,7.42,8.32936568403244
,,,,,,CAT-4a,5.8352500472600175,5.984769946916834,,,,49.0,6.151663353731872,6.018249178802568,,,,,,,p38a_2x,7.527693314435055,7.6970464276269155,,,,lig_cdk8_37,8.4,7.867847816877067,lig_syk_CHEMBL3265018,8.2,7.746241720914841,lig_shp2_SHP099-1_Example7,7.15,6.3984208969920875,lig_eg5_CHEMBL1093087,7.720000000000001,8.023501570396125,lig_hif2a_289,8.0,7.715250842094422,lig_pfkfb3_53,5.13,6.80083035314083,lig_tnks2_8d,9.15,8.403704689197243
,,,,,,CAT-4b,7.0861863751720024,6.16219488719745,,,,50.0,6.865432905540475,6.198138453749914,,,,,,,p38a_2y,7.196563109987766,7.4354770349457935,,,,lig_cdk8_38,8.3,7.933709620729088,lig_syk_CHEMBL3265019,7.9,7.7823737464472655,lig_shp2_SHP836-2,4.92,6.293372652173042,lig_eg5_CHEMBL1093088,8.22,8.142307038664818,lig_hif2a_290,7.74,7.943579356193543,lig_pfkfb3_54,6.0,6.732815269470214,lig_tnks2_8e,7.51,8.377796225190163
,,,,,,CAT-4c,5.776382455358277,5.883412561400667,,,,51.0,6.21788939462133,5.99118108072688,,,,,,,p38a_2z,7.623353151275383,7.410670331318684,,,,lig_cdk8_39,8.4,7.898834325417876,lig_syk_CHEMBL3265020,8.07,7.451918523348868,,,,lig_eg5_CHEMBL1096002,8.15,7.966128461122513,lig_hif2a_30,7.74,7.3632415780872105,lig_pfkfb3_55,7.8,6.8209154375791545,lig_tnks2_8f,8.66,8.480950218379498
,,,,,,CAT-4d,6.703547027810688,6.370093334301249,,,,52.0,6.791848415663298,6.013659288858969,,,,,,,p38a_3fln,8.005992498636695,7.702423334319898,,,,lig_cdk8_40,8.15,7.866315237849951,lig_syk_CHEMBL3265021,7.980000000000001,7.733184831552208,,,,lig_eg5_CHEMBL1096003,8.7,8.817142690777779,lig_hif2a_31,6.480000000000001,7.0103808034518735,lig_pfkfb3_56,7.74,6.782913143114186,,,
,,,,,,CAT-4i,6.078078863854697,6.119868434055582,,,,53.0,7.329015191766681,6.202252212873634,,,,,,,p38a_3flq,7.306939844803527,7.907523760211475,,,,lig_cdk8_41,8.22,7.96547055863589,lig_syk_CHEMBL3265022,7.909999999999999,7.585364631339909,,,,,,,lig_hif2a_336,7.2,7.76747598183155,lig_pfkfb3_57,7.68,6.899816376432776,,,
,,,,,,CAT-4j,6.63732098692123,6.149220076783434,,,,54.0,7.196563109987766,6.043823462104399,,,,,,,p38a_3flw,7.858823518882343,7.886531467747696,,,,lig_cdk8_42,8.4,7.89362363987416,lig_syk_CHEMBL3265023,7.68,7.747148325280287,,,,,,,lig_hif2a_338,7.889999999999999,7.853375856399536,lig_pfkfb3_58,6.69,6.530155145280062,,,
,,,,,,CAT-4k,5.776382455358277,6.116533724053637,,,,56.0,6.813923762626452,6.036941459154685,,,,,,,p38a_3fly,8.403348743973442,7.337478923995801,,,,lig_cdk8_43,8.7,7.971739971705712,lig_syk_CHEMBL3265024,8.64,7.891161749660969,,,,,,,lig_hif2a_35,5.24,7.4157599520245565,lig_pfkfb3_59,5.95,6.639099394246935,,,
,,,,,,CAT-4l,6.872791354528192,6.412901622637049,,,,57.0,6.652037884896666,5.75250304875334,,,,,,,p38a_3flz,6.983168089343957,7.165877171058961,,,,lig_cdk8_44,8.4,7.805525659255683,lig_syk_CHEMBL3265025,7.480000000000001,8.016662521064282,,,,,,,lig_hif2a_41,7.17,7.2091508312225345,lig_pfkfb3_60,5.97,6.568922912977635,,,
,,,,,,CAT-4m,6.73298082376156,6.333381692155138,,,,58.0,6.924300497442216,6.377443017935354,,,,,,,p38a_3fmh,7.969200253698108,8.171892547805616,,,,lig_cdk8_45,8.15,7.831368057660758,lig_syk_CHEMBL3265026,8.33,7.792600313350559,,,,,,,lig_hif2a_42,6.55,7.412618936233223,lig_pfkfb3_62,5.64,6.731478681318461,,,
,,,,,,CAT-4n,6.688830129835253,6.579622501528696,,,,60.0,6.563736497044056,6.108394215194482,,,,,,,p38a_3fmk,8.705045152469863,8.117734492023297,,,,,,,lig_syk_CHEMBL3265027,7.57,7.214040639400483,,,,,,,lig_hif2a_43,6.38,7.122689841322601,lig_pfkfb3_63,6.28,6.836513344101607,,,
,,,,,,CAT-4o,6.902225150479064,6.482086328252093,,,,61.0,5.945626782075781,6.470214957868654,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265028,8.07,7.416091054081917,,,,,,,lig_hif2a_50,7.110000000000001,6.7525324879288675,lig_pfkfb3_64,6.909999999999999,6.64686352675408,,,
,,,,,,CAT-4p,7.417316579619291,6.524100357874171,,,,62.0,5.857325394223171,6.220248595749934,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265029,8.15,7.374688848257065,,,,,,,lig_hif2a_54,6.82,7.098548207998276,lig_pfkfb3_65,6.95,6.645710506193339,,,
,,,,,,,,,,,,63.0,6.666754782872101,6.491650693988402,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265030_n,8.41,7.615585278053769,,,,,,,lig_hif2a_57,7.82,7.865607659339905,lig_pfkfb3_67,7.51,6.934080549069679,,,
,,,,,,,,,,,,64.0,6.9905265383316735,6.318987566357452,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265031,8.85,8.013855562508107,,,,,,,lig_hif2a_61,7.409999999999999,7.269338302135468,lig_pfkfb3_68,7.17,6.731619159035384,,,
,,,,,,,,,,,,65.0,6.188455598670461,6.443423725044329,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265032,8.11,8.025465349256994,,,,,,,lig_hif2a_67,7.459999999999999,6.764432298958302,lig_pfkfb3_69,7.85,6.66748019670695,,,
,,,,,,,,,,,,66.0,6.203172496645895,6.1271715208273125,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265033,8.68,8.696875336170198,,,,,,,lig_hif2a_7a,7.33,7.641276080727577,lig_pfkfb3_70,7.55,6.6340929499790064,,,
,,,,,,,,,,,,67.0,5.577704332689904,6.067646413234968,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265034,8.42,8.275761359333993,,,,,,,lig_hif2a_7b,5.42,7.663805819869042,,,,,,
,,,,,,,,,,,,68.0,5.658647271554797,6.254586778356668,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265035,8.12,7.776304986104369,,,,,,,lig_hif2a_84,5.55,7.311926497153938,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265036,7.639999999999999,7.97707569539547,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lig_syk_CHEMBL3265037,9.36,8.15744463890791,,,,,,,,,,,,,,,
